id,season,type,distance,timezone,date,weather,status,competition.id,competition.name,competition.location.country,competition.location.city,circuit.id,circuit.name,circuit.image,laps.current,laps.total,fastest_lap.driver.id,fastest_lap.time
2453,2025,2nd Qualifying,,utc,2025-09-20T12:25:00+00:00,,Scheduled,8,Azerbaijan Grand Prix,Azerbaijan,Bakou,8,Baku City Circuit,https://media.api-sports.io/formula-1/circuits/8.png,,,,
2454,2025,3rd Qualifying,,utc,2025-09-20T12:48:00+00:00,,Scheduled,8,Azerbaijan Grand Prix,Azerbaijan,Bakou,8,Baku City Circuit,https://media.api-sports.io/formula-1/circuits/8.png,,,,
2455,2025,Race,306.2 Kms,utc,2025-09-21T11:00:00+00:00,,Scheduled,8,Azerbaijan Grand Prix,Azerbaijan,Bakou,8,Baku City Circuit,https://media.api-sports.io/formula-1/circuits/8.png,,51.0,,
2456,2025,1st Practice,,utc,2025-10-03T09:30:00+00:00,,Scheduled,17,Singapore Grand Prix,Singapore,Singapour,17,Marina Bay Street Circuit,https://media.api-sports.io/formula-1/circuits/17.png,,,,
2457,2025,2nd Practice,,utc,2025-10-03T13:00:00+00:00,,Scheduled,17,Singapore Grand Prix,Singapore,Singapour,17,Marina Bay Street Circuit,https://media.api-sports.io/formula-1/circuits/17.png,,,,
2458,2025,3rd Practice,,utc,2025-10-04T09:30:00+00:00,,Scheduled,17,Singapore Grand Prix,Singapore,Singapour,17,Marina Bay Street Circuit,https://media.api-sports.io/formula-1/circuits/17.png,,,,
2459,2025,1st Qualifying,,utc,2025-10-04T13:00:00+00:00,,Scheduled,17,Singapore Grand Prix,Singapore,Singapour,17,Marina Bay Street Circuit,https://media.api-sports.io/formula-1/circuits/17.png,,,,
2460,2025,2nd Qualifying,,utc,2025-10-04T13:25:00+00:00,,Scheduled,17,Singapore Grand Prix,Singapore,Singapour,17,Marina Bay Street Circuit,https://media.api-sports.io/formula-1/circuits/17.png,,,,
2461,2025,3rd Qualifying,,utc,2025-10-04T13:48:00+00:00,,Scheduled,17,Singapore Grand Prix,Singapore,Singapour,17,Marina Bay Street Circuit,https://media.api-sports.io/formula-1/circuits/17.png,,,,
2462,2025,Race,306.3 Kms,utc,2025-10-05T12:00:00+00:00,,Scheduled,17,Singapore Grand Prix,Singapore,Singapour,17,Marina Bay Street Circuit,https://media.api-sports.io/formula-1/circuits/17.png,,62.0,,
2463,2025,1st Practice,,utc,2025-10-17T17:30:00+00:00,,Scheduled,20,USA Grand Prix,USA,Elroy,20,Circuit of The Americas,https://media.api-sports.io/formula-1/circuits/20.png,,,,
2464,2025,1st Sprint Shootout,,utc,2025-10-17T21:30:00+00:00,,Scheduled,20,USA Grand Prix,USA,Elroy,20,Circuit of The Americas,https://media.api-sports.io/formula-1/circuits/20.png,,,,
2465,2025,2nd Sprint Shootout,,utc,2025-10-17T21:49:00+00:00,,Scheduled,20,USA Grand Prix,USA,Elroy,20,Circuit of The Americas,https://media.api-sports.io/formula-1/circuits/20.png,,,,
2466,2025,3rd Sprint Shootout,,utc,2025-10-17T22:06:00+00:00,,Scheduled,20,USA Grand Prix,USA,Elroy,20,Circuit of The Americas,https://media.api-sports.io/formula-1/circuits/20.png,,,,
2467,2025,Sprint,,utc,2025-10-18T18:00:00+00:00,,Scheduled,20,USA Grand Prix,USA,Elroy,20,Circuit of The Americas,https://media.api-sports.io/formula-1/circuits/20.png,,,,
2468,2025,1st Qualifying,,utc,2025-10-18T18:00:00+00:00,,Scheduled,20,USA Grand Prix,USA,Elroy,20,Circuit of The Americas,https://media.api-sports.io/formula-1/circuits/20.png,,,,
2469,2025,2nd Qualifying,,utc,2025-10-18T18:25:00+00:00,,Scheduled,20,USA Grand Prix,USA,Elroy,20,Circuit of The Americas,https://media.api-sports.io/formula-1/circuits/20.png,,,,
2470,2025,3rd Qualifying,,utc,2025-10-18T18:48:00+00:00,,Scheduled,20,USA Grand Prix,USA,Elroy,20,Circuit of The Americas,https://media.api-sports.io/formula-1/circuits/20.png,,,,
2471,2025,Race,308.7 Kms,utc,2025-10-19T19:00:00+00:00,,Scheduled,20,USA Grand Prix,USA,Elroy,20,Circuit of The Americas,https://media.api-sports.io/formula-1/circuits/20.png,,56.0,,
2472,2025,1st Practice,,utc,2025-10-24T18:30:00+00:00,,Scheduled,21,Mexico Grand Prix,Mexico,Mexico,21,Autódromo Hermanos Rodríguez,https://media.api-sports.io/formula-1/circuits/21.png,,,,
2473,2025,2nd Practice,,utc,2025-10-24T22:00:00+00:00,,Scheduled,21,Mexico Grand Prix,Mexico,Mexico,21,Autódromo Hermanos Rodríguez,https://media.api-sports.io/formula-1/circuits/21.png,,,,
2474,2025,3rd Practice,,utc,2025-10-25T17:30:00+00:00,,Scheduled,21,Mexico Grand Prix,Mexico,Mexico,21,Autódromo Hermanos Rodríguez,https://media.api-sports.io/formula-1/circuits/21.png,,,,
2475,2025,1st Qualifying,,utc,2025-10-25T21:00:00+00:00,,Scheduled,21,Mexico Grand Prix,Mexico,Mexico,21,Autódromo Hermanos Rodríguez,https://media.api-sports.io/formula-1/circuits/21.png,,,,
2476,2025,2nd Qualifying,,utc,2025-10-25T21:25:00+00:00,,Scheduled,21,Mexico Grand Prix,Mexico,Mexico,21,Autódromo Hermanos Rodríguez,https://media.api-sports.io/formula-1/circuits/21.png,,,,
2477,2025,3rd Qualifying,,utc,2025-10-25T21:48:00+00:00,,Scheduled,21,Mexico Grand Prix,Mexico,Mexico,21,Autódromo Hermanos Rodríguez,https://media.api-sports.io/formula-1/circuits/21.png,,,,
2478,2025,Race,305.6 Kms,utc,2025-10-26T20:00:00+00:00,,Scheduled,21,Mexico Grand Prix,Mexico,Mexico,21,Autódromo Hermanos Rodríguez,https://media.api-sports.io/formula-1/circuits/21.png,,71.0,,
2479,2025,1st Practice,,utc,2025-11-07T14:30:00+00:00,,Scheduled,22,Brazil Grand Prix,Brazil,São Paulo,22,Autódromo José Carlos Pace,https://media.api-sports.io/formula-1/circuits/22.png,,,,
2480,2025,1st Sprint Shootout,,utc,2025-11-07T18:30:00+00:00,,Scheduled,22,Brazil Grand Prix,Brazil,São Paulo,22,Autódromo José Carlos Pace,https://media.api-sports.io/formula-1/circuits/22.png,,,,
2481,2025,2nd Sprint Shootout,,utc,2025-11-07T18:49:00+00:00,,Scheduled,22,Brazil Grand Prix,Brazil,São Paulo,22,Autódromo José Carlos Pace,https://media.api-sports.io/formula-1/circuits/22.png,,,,
2482,2025,3rd Sprint Shootout,,utc,2025-11-07T19:06:00+00:00,,Scheduled,22,Brazil Grand Prix,Brazil,São Paulo,22,Autódromo José Carlos Pace,https://media.api-sports.io/formula-1/circuits/22.png,,,,
2483,2025,Sprint,,utc,2025-11-08T14:00:00+00:00,,Scheduled,22,Brazil Grand Prix,Brazil,São Paulo,22,Autódromo José Carlos Pace,https://media.api-sports.io/formula-1/circuits/22.png,,,,
2484,2025,1st Qualifying,,utc,2025-11-08T18:00:00+00:00,,Scheduled,22,Brazil Grand Prix,Brazil,São Paulo,22,Autódromo José Carlos Pace,https://media.api-sports.io/formula-1/circuits/22.png,,,,
2485,2025,2nd Qualifying,,utc,2025-11-08T18:25:00+00:00,,Scheduled,22,Brazil Grand Prix,Brazil,São Paulo,22,Autódromo José Carlos Pace,https://media.api-sports.io/formula-1/circuits/22.png,,,,
2486,2025,3rd Qualifying,,utc,2025-11-08T18:48:00+00:00,,Scheduled,22,Brazil Grand Prix,Brazil,São Paulo,22,Autódromo José Carlos Pace,https://media.api-sports.io/formula-1/circuits/22.png,,,,
2487,2025,Race,305.9 Kms,utc,2025-11-09T17:00:00+00:00,,Scheduled,22,Brazil Grand Prix,Brazil,São Paulo,22,Autódromo José Carlos Pace,https://media.api-sports.io/formula-1/circuits/22.png,,71.0,,
2488,2025,1st Practice,,utc,2025-11-21T00:30:00+00:00,,Scheduled,35,Las Vegas Grand Prix,USA,Las Vegas,32,Las Vegas Strip Circuit,https://media.api-sports.io/formula-1/circuits/32.png,,,,
2489,2025,2nd Practice,,utc,2025-11-21T04:00:00+00:00,,Scheduled,35,Las Vegas Grand Prix,USA,Las Vegas,32,Las Vegas Strip Circuit,https://media.api-sports.io/formula-1/circuits/32.png,,,,
2490,2025,1st Qualifying,,utc,2025-11-22T04:00:00+00:00,,Scheduled,35,Las Vegas Grand Prix,USA,Las Vegas,32,Las Vegas Strip Circuit,https://media.api-sports.io/formula-1/circuits/32.png,,,,
2491,2025,2nd Qualifying,,utc,2025-11-22T04:25:00+00:00,,Scheduled,35,Las Vegas Grand Prix,USA,Las Vegas,32,Las Vegas Strip Circuit,https://media.api-sports.io/formula-1/circuits/32.png,,,,
2492,2025,3rd Qualifying,,utc,2025-11-22T04:48:00+00:00,,Scheduled,35,Las Vegas Grand Prix,USA,Las Vegas,32,Las Vegas Strip Circuit,https://media.api-sports.io/formula-1/circuits/32.png,,,,
2493,2025,3rd Practice,,utc,2025-11-22T00:30:00+00:00,,Scheduled,35,Las Vegas Grand Prix,USA,Las Vegas,32,Las Vegas Strip Circuit,https://media.api-sports.io/formula-1/circuits/32.png,,,,
2494,2025,Race,310.1 Kms,utc,2025-11-23T04:00:00+00:00,,Scheduled,35,Las Vegas Grand Prix,USA,Las Vegas,32,Las Vegas Strip Circuit,https://media.api-sports.io/formula-1/circuits/32.png,,50.0,,
2495,2025,1st Practice,,utc,2025-11-28T13:30:00+00:00,,Scheduled,33,Qatar Grand Prix,Qatar,Losail,30,Losail International Circuit,https://media.api-sports.io/formula-1/circuits/30.png,,,,
2496,2025,1st Sprint Shootout,,utc,2025-11-28T17:30:00+00:00,,Scheduled,33,Qatar Grand Prix,Qatar,Losail,30,Losail International Circuit,https://media.api-sports.io/formula-1/circuits/30.png,,,,
2497,2025,2nd Sprint Shootout,,utc,2025-11-28T17:49:00+00:00,,Scheduled,33,Qatar Grand Prix,Qatar,Losail,30,Losail International Circuit,https://media.api-sports.io/formula-1/circuits/30.png,,,,
2498,2025,3rd Sprint Shootout,,utc,2025-11-28T18:06:00+00:00,,Scheduled,33,Qatar Grand Prix,Qatar,Losail,30,Losail International Circuit,https://media.api-sports.io/formula-1/circuits/30.png,,,,
2499,2025,Sprint,,utc,2025-11-29T13:00:00+00:00,,Scheduled,33,Qatar Grand Prix,Qatar,Losail,30,Losail International Circuit,https://media.api-sports.io/formula-1/circuits/30.png,,,,
2500,2025,1st Qualifying,,utc,2025-11-29T17:00:00+00:00,,Scheduled,33,Qatar Grand Prix,Qatar,Losail,30,Losail International Circuit,https://media.api-sports.io/formula-1/circuits/30.png,,,,
2501,2025,2nd Qualifying,,utc,2025-11-29T17:25:00+00:00,,Scheduled,33,Qatar Grand Prix,Qatar,Losail,30,Losail International Circuit,https://media.api-sports.io/formula-1/circuits/30.png,,,,
2502,2025,3rd Qualifying,,utc,2025-11-29T17:48:00+00:00,,Scheduled,33,Qatar Grand Prix,Qatar,Losail,30,Losail International Circuit,https://media.api-sports.io/formula-1/circuits/30.png,,,,
2503,2025,Race,308.9 Kms,utc,2025-11-30T17:00:00+00:00,,Scheduled,33,Qatar Grand Prix,Qatar,Losail,30,Losail International Circuit,https://media.api-sports.io/formula-1/circuits/30.png,,57.0,,
2504,2025,1st Practice,,utc,2025-12-05T09:30:00+00:00,,Scheduled,23,Abu Dhabi Grand Prix,United Arab Emirates,"Yas Marina, Abou Dabi ",23,Yas Marina Circuit,https://media.api-sports.io/formula-1/circuits/23.png,,,,
2505,2025,2nd Practice,,utc,2025-12-05T13:00:00+00:00,,Scheduled,23,Abu Dhabi Grand Prix,United Arab Emirates,"Yas Marina, Abou Dabi ",23,Yas Marina Circuit,https://media.api-sports.io/formula-1/circuits/23.png,,,,
2506,2025,3rd Practice,,utc,2025-12-06T10:30:00+00:00,,Scheduled,23,Abu Dhabi Grand Prix,United Arab Emirates,"Yas Marina, Abou Dabi ",23,Yas Marina Circuit,https://media.api-sports.io/formula-1/circuits/23.png,,,,
2507,2025,1st Qualifying,,utc,2025-12-06T14:00:00+00:00,,Scheduled,23,Abu Dhabi Grand Prix,United Arab Emirates,"Yas Marina, Abou Dabi ",23,Yas Marina Circuit,https://media.api-sports.io/formula-1/circuits/23.png,,,,
2508,2025,2nd Qualifying,,utc,2025-12-06T14:25:00+00:00,,Scheduled,23,Abu Dhabi Grand Prix,United Arab Emirates,"Yas Marina, Abou Dabi ",23,Yas Marina Circuit,https://media.api-sports.io/formula-1/circuits/23.png,,,,
2509,2025,3rd Qualifying,,utc,2025-12-06T14:48:00+00:00,,Scheduled,23,Abu Dhabi Grand Prix,United Arab Emirates,"Yas Marina, Abou Dabi ",23,Yas Marina Circuit,https://media.api-sports.io/formula-1/circuits/23.png,,,,
2510,2025,Race,306.3 Kms,utc,2025-12-07T13:00:00+00:00,,Scheduled,23,Abu Dhabi Grand Prix,United Arab Emirates,"Yas Marina, Abou Dabi ",23,Yas Marina Circuit,https://media.api-sports.io/formula-1/circuits/23.png,,58.0,,
1857,2024,Race,308.5 Kms,utc,2024-03-02T15:00:00+00:00,,Completed,2,Bahrain Grand Prix,Bahrain,Sakhir,2,Bahrain International Circuit,https://media.api-sports.io/formula-1/circuits/2.png,,57.0,25.0,1:32.608
1858,2024,1st Qualifying,,utc,2024-03-01T16:00:00+00:00,,Completed,2,Bahrain Grand Prix,Bahrain,Sakhir,2,Bahrain International Circuit,https://media.api-sports.io/formula-1/circuits/2.png,,,,
1859,2024,3rd Practice,,utc,2024-03-01T12:30:00+00:00,,Completed,2,Bahrain Grand Prix,Bahrain,Sakhir,2,Bahrain International Circuit,https://media.api-sports.io/formula-1/circuits/2.png,,,,
1860,2024,2nd Practice,,utc,2024-02-29T15:00:00+00:00,,Completed,2,Bahrain Grand Prix,Bahrain,Sakhir,2,Bahrain International Circuit,https://media.api-sports.io/formula-1/circuits/2.png,,,,
1861,2024,1st Practice,,utc,2024-02-29T11:30:00+00:00,,Completed,2,Bahrain Grand Prix,Bahrain,Sakhir,2,Bahrain International Circuit,https://media.api-sports.io/formula-1/circuits/2.png,,,,
1862,2024,Race,308.7 Kms,utc,2024-03-09T17:00:00+00:00,,Completed,32,Saudi Arabia Grand Prix,Saudi Arabia,Djeddah,29,Jeddah Corniche Circuit,https://media.api-sports.io/formula-1/circuits/29.png,,50.0,34.0,1:31.632
1863,2024,1st Qualifying,,utc,2024-03-08T17:00:00+00:00,,Completed,32,Saudi Arabia Grand Prix,Saudi Arabia,Djeddah,29,Jeddah Corniche Circuit,https://media.api-sports.io/formula-1/circuits/29.png,,,,
1864,2024,3rd Practice,,utc,2024-03-08T13:30:00+00:00,,Completed,32,Saudi Arabia Grand Prix,Saudi Arabia,Djeddah,29,Jeddah Corniche Circuit,https://media.api-sports.io/formula-1/circuits/29.png,,,,
1865,2024,2nd Practice,,utc,2024-03-07T17:00:00+00:00,,Completed,32,Saudi Arabia Grand Prix,Saudi Arabia,Djeddah,29,Jeddah Corniche Circuit,https://media.api-sports.io/formula-1/circuits/29.png,,,,
1866,2024,1st Practice,,utc,2024-03-07T13:30:00+00:00,,Completed,32,Saudi Arabia Grand Prix,Saudi Arabia,Djeddah,29,Jeddah Corniche Circuit,https://media.api-sports.io/formula-1/circuits/29.png,,,,
1867,2024,Race,306.1 Kms,utc,2024-03-24T04:00:00+00:00,,Completed,1,Australia Grand Prix,Australia,Melbourne,1,Albert Park Circuit,https://media.api-sports.io/formula-1/circuits/1.png,,58.0,34.0,1:19.813
1868,2024,1st Qualifying,,utc,2024-03-23T05:00:00+00:00,,Completed,1,Australia Grand Prix,Australia,Melbourne,1,Albert Park Circuit,https://media.api-sports.io/formula-1/circuits/1.png,,,,
1869,2024,3rd Practice,,utc,2024-03-23T01:30:00+00:00,,Completed,1,Australia Grand Prix,Australia,Melbourne,1,Albert Park Circuit,https://media.api-sports.io/formula-1/circuits/1.png,,,,
1870,2024,2nd Practice,,utc,2024-03-22T05:00:00+00:00,,Completed,1,Australia Grand Prix,Australia,Melbourne,1,Albert Park Circuit,https://media.api-sports.io/formula-1/circuits/1.png,,,,
1871,2024,1st Practice,,utc,2024-03-22T01:30:00+00:00,,Completed,1,Australia Grand Prix,Australia,Melbourne,1,Albert Park Circuit,https://media.api-sports.io/formula-1/circuits/1.png,,,,
1872,2024,Race,307.8 Kms,utc,2024-04-07T05:00:00+00:00,,Completed,19,Japan Grand Prix,Japan,Suzuka,19,Suzuka International Racing Course,https://media.api-sports.io/formula-1/circuits/19.png,,53.0,25.0,1:33.706
1873,2024,1st Qualifying,,utc,2024-04-06T06:00:00+00:00,,Completed,19,Japan Grand Prix,Japan,Suzuka,19,Suzuka International Racing Course,https://media.api-sports.io/formula-1/circuits/19.png,,,,
1874,2024,3rd Practice,,utc,2024-04-06T02:30:00+00:00,,Completed,19,Japan Grand Prix,Japan,Suzuka,19,Suzuka International Racing Course,https://media.api-sports.io/formula-1/circuits/19.png,,,,
1875,2024,2nd Practice,,utc,2024-04-05T06:00:00+00:00,,Completed,19,Japan Grand Prix,Japan,Suzuka,19,Suzuka International Racing Course,https://media.api-sports.io/formula-1/circuits/19.png,,,,
1876,2024,1st Practice,,utc,2024-04-05T02:30:00+00:00,,Completed,19,Japan Grand Prix,Japan,Suzuka,19,Suzuka International Racing Course,https://media.api-sports.io/formula-1/circuits/19.png,,,,
1877,2024,Race,305.3 Kms,utc,2024-04-21T07:00:00+00:00,,Completed,4,China Grand Prix,China,Anting,4,Shanghai International Circuit,https://media.api-sports.io/formula-1/circuits/4.png,,56.0,4.0,1:37.810
1879,2024,3rd Qualifying,,utc,2024-04-20T08:00:00+00:00,,Completed,4,China Grand Prix,China,Anting,4,Shanghai International Circuit,https://media.api-sports.io/formula-1/circuits/4.png,,,,
1880,2024,2nd Qualifying,,utc,2024-04-20T07:25:00+00:00,,Completed,4,China Grand Prix,China,Anting,4,Shanghai International Circuit,https://media.api-sports.io/formula-1/circuits/4.png,,,,
1881,2024,1st Practice,,utc,2024-04-19T03:30:00+00:00,,Completed,4,China Grand Prix,China,Anting,4,Shanghai International Circuit,https://media.api-sports.io/formula-1/circuits/4.png,,,,
1882,2024,Race,307.6 Kms,utc,2024-05-05T20:00:00+00:00,,Completed,34,Miami Grand Prix,USA,Miami,31,Miami International Autodrome,https://media.api-sports.io/formula-1/circuits/31.png,,57.0,97.0,1:30.634
1883,2024,1st Qualifying,,utc,2024-05-04T20:00:00+00:00,,Completed,34,Miami Grand Prix,USA,Miami,31,Miami International Autodrome,https://media.api-sports.io/formula-1/circuits/31.png,,,,
1884,2024,3rd Qualifying,,utc,2024-05-04T20:43:00+00:00,,Completed,34,Miami Grand Prix,USA,Miami,31,Miami International Autodrome,https://media.api-sports.io/formula-1/circuits/31.png,,,,
1885,2024,2nd Qualifying,,utc,2024-05-04T20:23:00+00:00,,Completed,34,Miami Grand Prix,USA,Miami,31,Miami International Autodrome,https://media.api-sports.io/formula-1/circuits/31.png,,,,
1886,2024,1st Practice,,utc,2024-05-03T16:30:00+00:00,,Completed,34,Miami Grand Prix,USA,Miami,31,Miami International Autodrome,https://media.api-sports.io/formula-1/circuits/31.png,,,,
1887,2024,Race,309.3 Kms,utc,2024-05-19T13:00:00+00:00,,Completed,29,Emilia Romagna Grand Prix,Italy,Imola,27,Autodromo Enzo e Dino Ferrari,https://media.api-sports.io/formula-1/circuits/27.png,,63.0,51.0,1:18.589
1888,2024,3rd Practice,,utc,2024-05-18T10:30:00+00:00,,Completed,29,Emilia Romagna Grand Prix,Italy,Imola,27,Autodromo Enzo e Dino Ferrari,https://media.api-sports.io/formula-1/circuits/27.png,,,,
1889,2024,2nd Practice,,utc,2024-05-17T15:00:00+00:00,,Completed,29,Emilia Romagna Grand Prix,Italy,Imola,27,Autodromo Enzo e Dino Ferrari,https://media.api-sports.io/formula-1/circuits/27.png,,,,
1890,2024,1st Qualifying,,utc,2024-05-18T14:00:00+00:00,,Completed,29,Emilia Romagna Grand Prix,Italy,Imola,27,Autodromo Enzo e Dino Ferrari,https://media.api-sports.io/formula-1/circuits/27.png,,,,
1891,2024,1st Practice,,utc,2024-05-17T11:30:00+00:00,,Completed,29,Emilia Romagna Grand Prix,Italy,Imola,27,Autodromo Enzo e Dino Ferrari,https://media.api-sports.io/formula-1/circuits/27.png,,,,
1892,2024,Race,260.3 Kms,utc,2024-05-26T13:00:00+00:00,,Completed,7,Monaco Grand Prix,Monaco,Monte-Carlo,7,Circuit de Monaco,https://media.api-sports.io/formula-1/circuits/7.png,,78.0,20.0,1:14.165
1893,2024,1st Qualifying,,utc,2024-05-25T14:00:00+00:00,,Completed,7,Monaco Grand Prix,Monaco,Monte-Carlo,7,Circuit de Monaco,https://media.api-sports.io/formula-1/circuits/7.png,,,,
1894,2024,3rd Practice,,utc,2024-05-25T10:30:00+00:00,,Completed,7,Monaco Grand Prix,Monaco,Monte-Carlo,7,Circuit de Monaco,https://media.api-sports.io/formula-1/circuits/7.png,,,,
1895,2024,2nd Practice,,utc,2024-05-24T15:00:00+00:00,,Completed,7,Monaco Grand Prix,Monaco,Monte-Carlo,7,Circuit de Monaco,https://media.api-sports.io/formula-1/circuits/7.png,,,,
1896,2024,1st Practice,,utc,2024-05-24T11:30:00+00:00,,Completed,7,Monaco Grand Prix,Monaco,Monte-Carlo,7,Circuit de Monaco,https://media.api-sports.io/formula-1/circuits/7.png,,,,
1897,2024,Race,305.3 Kms,utc,2024-06-09T18:00:00+00:00,,Completed,9,Canada Grand Prix,Canada,Montréal,9,Circuit Gilles-Villeneuve,https://media.api-sports.io/formula-1/circuits/9.png,,70.0,20.0,1:14.856
1898,2024,1st Qualifying,,utc,2024-06-08T20:00:00+00:00,,Completed,9,Canada Grand Prix,Canada,Montréal,9,Circuit Gilles-Villeneuve,https://media.api-sports.io/formula-1/circuits/9.png,,,,
1899,2024,3rd Practice,,utc,2024-06-08T16:30:00+00:00,,Completed,9,Canada Grand Prix,Canada,Montréal,9,Circuit Gilles-Villeneuve,https://media.api-sports.io/formula-1/circuits/9.png,,,,
1900,2024,2nd Practice,,utc,2024-06-07T21:00:00+00:00,,Completed,9,Canada Grand Prix,Canada,Montréal,9,Circuit Gilles-Villeneuve,https://media.api-sports.io/formula-1/circuits/9.png,,,,
1901,2024,1st Practice,,utc,2024-06-07T17:30:00+00:00,,Completed,9,Canada Grand Prix,Canada,Montréal,9,Circuit Gilles-Villeneuve,https://media.api-sports.io/formula-1/circuits/9.png,,,,
1902,2024,Race,307.4 Kms,utc,2024-06-23T13:00:00+00:00,,Completed,6,Spain Grand Prix,Spain,Montmeló,6,Circuit de Barcelona-Catalunya,https://media.api-sports.io/formula-1/circuits/6.png,,66.0,49.0,1:17.115
1903,2024,1st Qualifying,,utc,2024-06-22T14:00:00+00:00,,Completed,6,Spain Grand Prix,Spain,Montmeló,6,Circuit de Barcelona-Catalunya,https://media.api-sports.io/formula-1/circuits/6.png,,,,
1904,2024,3rd Practice,,utc,2024-06-22T10:30:00+00:00,,Completed,6,Spain Grand Prix,Spain,Montmeló,6,Circuit de Barcelona-Catalunya,https://media.api-sports.io/formula-1/circuits/6.png,,,,
1905,2024,2nd Practice,,utc,2024-06-21T15:00:00+00:00,,Completed,6,Spain Grand Prix,Spain,Montmeló,6,Circuit de Barcelona-Catalunya,https://media.api-sports.io/formula-1/circuits/6.png,,,,
1906,2024,1st Practice,,utc,2024-06-21T11:30:00+00:00,,Completed,6,Spain Grand Prix,Spain,Montmeló,6,Circuit de Barcelona-Catalunya,https://media.api-sports.io/formula-1/circuits/6.png,,,,
1907,2024,Race,308.7 Kms,utc,2024-06-30T13:00:00+00:00,,Completed,11,Austria Grand Prix,Austria,Spielberg,11,Red Bull Ring,https://media.api-sports.io/formula-1/circuits/11.png,,71.0,4.0,1:07.694
1908,2024,Sprint,,utc,2024-06-29T10:00:00+00:00,,Completed,11,Austria Grand Prix,Austria,Spielberg,11,Red Bull Ring,https://media.api-sports.io/formula-1/circuits/11.png,,,,
1909,2024,2nd Qualifying,,utc,2024-06-29T14:25:00+00:00,,Completed,11,Austria Grand Prix,Austria,Spielberg,11,Red Bull Ring,https://media.api-sports.io/formula-1/circuits/11.png,,,,
1910,2024,1st Qualifying,,utc,2024-06-29T14:00:00+00:00,,Completed,11,Austria Grand Prix,Austria,Spielberg,11,Red Bull Ring,https://media.api-sports.io/formula-1/circuits/11.png,,,,
1911,2024,1st Practice,,utc,2024-06-28T10:30:00+00:00,,Completed,11,Austria Grand Prix,Austria,Spielberg,11,Red Bull Ring,https://media.api-sports.io/formula-1/circuits/11.png,,,,
1912,2024,Race,306.8 Kms,utc,2024-07-07T14:00:00+00:00,,Completed,12,Great Britain Grand Prix,United Kingdom,Silverstone Northamptonshire,12,Silverstone Circuit,https://media.api-sports.io/formula-1/circuits/12.png,,52.0,24.0,1:28.293
1913,2024,1st Qualifying,,utc,2024-07-06T14:00:00+00:00,,Completed,12,Great Britain Grand Prix,United Kingdom,Silverstone Northamptonshire,12,Silverstone Circuit,https://media.api-sports.io/formula-1/circuits/12.png,,,,
1914,2024,3rd Practice,,utc,2024-07-06T10:30:00+00:00,,Completed,12,Great Britain Grand Prix,United Kingdom,Silverstone Northamptonshire,12,Silverstone Circuit,https://media.api-sports.io/formula-1/circuits/12.png,,,,
1915,2024,2nd Practice,,utc,2024-07-05T15:00:00+00:00,,Completed,12,Great Britain Grand Prix,United Kingdom,Silverstone Northamptonshire,12,Silverstone Circuit,https://media.api-sports.io/formula-1/circuits/12.png,,,,
1916,2024,1st Practice,,utc,2024-07-05T11:30:00+00:00,,Completed,12,Great Britain Grand Prix,United Kingdom,Silverstone Northamptonshire,12,Silverstone Circuit,https://media.api-sports.io/formula-1/circuits/12.png,,,,
1917,2024,Race,306.7 Kms,utc,2024-07-21T13:00:00+00:00,,Completed,14,Hungary Grand Prix,Hungary,Mogyoród,14,Hungaroring,https://media.api-sports.io/formula-1/circuits/14.png,,70.0,51.0,1:20.305
1918,2024,1st Qualifying,,utc,2024-07-20T14:00:00+00:00,,Completed,14,Hungary Grand Prix,Hungary,Mogyoród,14,Hungaroring,https://media.api-sports.io/formula-1/circuits/14.png,,,,
1919,2024,3rd Practice,,utc,2024-07-20T10:30:00+00:00,,Completed,14,Hungary Grand Prix,Hungary,Mogyoród,14,Hungaroring,https://media.api-sports.io/formula-1/circuits/14.png,,,,
1920,2024,2nd Practice,,utc,2024-07-19T15:00:00+00:00,,Completed,14,Hungary Grand Prix,Hungary,Mogyoród,14,Hungaroring,https://media.api-sports.io/formula-1/circuits/14.png,,,,
1921,2024,1st Practice,,utc,2024-07-19T11:30:00+00:00,,Completed,14,Hungary Grand Prix,Hungary,Mogyoród,14,Hungaroring,https://media.api-sports.io/formula-1/circuits/14.png,,,,
1922,2024,Race,308.2 Kms,utc,2024-07-28T13:00:00+00:00,,Completed,15,Belgium Grand Prix,Belgium,Francorchamps,15,Circuit de Spa-Francorchamps,https://media.api-sports.io/formula-1/circuits/15.png,,44.0,10.0,1:44.701
1923,2024,1st Qualifying,,utc,2024-07-27T14:00:00+00:00,,Completed,15,Belgium Grand Prix,Belgium,Francorchamps,15,Circuit de Spa-Francorchamps,https://media.api-sports.io/formula-1/circuits/15.png,,,,
1924,2024,3rd Practice,,utc,2024-07-27T10:30:00+00:00,,Completed,15,Belgium Grand Prix,Belgium,Francorchamps,15,Circuit de Spa-Francorchamps,https://media.api-sports.io/formula-1/circuits/15.png,,,,
1925,2024,2nd Practice,,utc,2024-07-26T15:00:00+00:00,,Completed,15,Belgium Grand Prix,Belgium,Francorchamps,15,Circuit de Spa-Francorchamps,https://media.api-sports.io/formula-1/circuits/15.png,,,,
1926,2024,1st Practice,,utc,2024-07-26T11:30:00+00:00,,Completed,15,Belgium Grand Prix,Belgium,Francorchamps,15,Circuit de Spa-Francorchamps,https://media.api-sports.io/formula-1/circuits/15.png,,,,
